 gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, gaze_angle_x, gaze_angle_y, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
0.021773,0.218669,-0.975556,-0.11064,0.156766,-0.981419,-0.045,0.19,-16.2,74.4,459.8,0.098,0.109,0.068,0.11,0.0,0.74,0.0,0.24,1.41,0.02,0.32,0.35,0.11,0.06,0.27,0.04,0.0,0.08,0.06,0.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019179,0.238492,-0.970955,-0.138701,0.172473,-0.9752,-0.061,0.208,-16.1,73.8,457.5,0.094,0.105,0.067,0.12,0.0,0.71,0.0,0.26,1.25,0.02,0.29,0.36,0.04,0.06,0.33,0.07,0.0,0.15,0.0,0.39,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022108,0.227435,-0.973542,-0.103173,0.161126,-0.981526,-0.041,0.196,-16.3,74.4,460.2,0.104,0.115,0.067,0.08,0.0,0.47,0.0,0.24,1.2,0.01,0.35,0.26,0.03,0.08,0.27,0.11,0.0,0.24,0.06,0.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.027984,0.270985,-0.962177,-0.176667,0.192161,-0.96533,-0.106,0.236,-16.6,73.3,451.6,0.101,0.117,0.077,0.15,0.0,0.48,0.0,0.22,1.24,0.01,0.39,0.23,0.02,0.1,0.26,0.15,0.0,0.26,0.13,0.39,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.030168,0.256736,-0.966011,-0.144722,0.195898,-0.969886,-0.09,0.23,-16.1,74.0,457.1,0.106,0.114,0.069,0.11,0.0,0.56,0.0,0.25,1.44,0.01,0.41,0.23,0.02,0.1,0.23,0.21,0.0,0.22,0.21,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.016952,0.2061,-0.978384,-0.153387,0.168453,-0.973702,-0.087,0.19,-16.4,74.2,459.7,0.097,0.113,0.067,0.18,0.0,0.81,0.0,0.31,1.6,0.01,0.35,0.31,0.05,0.05,0.35,0.3,0.0,0.13,0.15,0.54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.051318,0.239299,-0.969589,-0.153983,0.18009,-0.971523,-0.105,0.213,-16.1,74.0,458.9,0.098,0.112,0.068,0.08,0.0,0.78,0.0,0.4,1.59,0.0,0.34,0.32,0.03,0.01,0.4,0.26,0.0,0.11,0.07,0.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.002439,0.221773,-0.975095,-0.159337,0.163721,-0.973554,-0.083,0.195,-16.1,73.5,455.8,0.083,0.1,0.068,0.08,0.0,0.74,0.0,0.4,1.66,0.0,0.25,0.3,0.03,0.0,0.41,0.2,0.0,0.05,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003809,0.225851,-0.974154,-0.108731,0.159727,-0.981155,-0.057,0.195,-16.1,73.7,456.8,0.079,0.102,0.071,0.0,0.0,0.74,0.0,0.4,1.66,0.0,0.3,0.29,0.0,0.0,0.38,0.12,0.0,0.08,0.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.012694,0.217838,-0.975902,-0.149266,0.179527,-0.972363,-0.083,0.201,-16.3,74.2,459.7,0.096,0.111,0.069,0.05,0.0,0.81,0.0,0.38,1.71,0.02,0.3,0.29,0.0,0.0,0.36,0.21,0.0,0.03,0.0,0.47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008395,0.228479,-0.973513,-0.133823,0.174912,-0.975447,-0.064,0.204,-16.1,73.5,455.2,0.092,0.101,0.072,0.12,0.0,0.81,0.0,0.35,1.56,0.02,0.36,0.3,0.0,0.0,0.31,0.19,0.0,0.06,0.0,0.53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000806,0.220378,-0.975414,-0.118597,0.171719,-0.977981,-0.06,0.198,-16.4,74.3,459.3,0.107,0.115,0.069,0.12,0.0,0.7,0.0,0.28,1.27,0.02,0.3,0.24,0.0,0.07,0.18,0.15,0.0,0.22,0.11,0.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.007204,0.241883,-0.970279,-0.126382,0.19041,-0.973536,-0.061,0.219,-16.9,73.6,452.3,0.097,0.12,0.079,0.07,0.02,0.5,0.0,0.16,1.05,0.0,0.19,0.17,0.0,0.07,0.11,0.07,0.1,0.44,0.33,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.030368,0.262465,-0.964464,-0.131976,0.20978,-0.9688,-0.084,0.24,-16.7,73.5,450.6,0.083,0.116,0.084,0.19,0.13,0.38,0.0,0.08,1.04,0.0,0.14,0.09,0.0,0.17,0.06,0.0,0.1,0.47,0.45,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.042945,0.265045,-0.963279,-0.159203,0.171331,-0.972265,-0.104,0.222,-16.0,73.8,453.1,0.103,0.121,0.079,0.23,0.13,0.38,0.0,0.06,1.16,0.0,0.18,0.11,0.07,0.15,0.11,0.0,0.1,0.36,0.38,0.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.035823,0.270392,-0.962084,-0.146619,0.201307,-0.968493,-0.094,0.24,-15.9,73.2,450.8,0.104,0.115,0.074,0.29,0.12,0.58,0.0,0.12,1.35,0.01,0.33,0.18,0.07,0.18,0.16,0.09,0.0,0.19,0.16,0.23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004735,0.239347,-0.970923,-0.103283,0.164793,-0.980906,-0.05,0.204,-16.3,74.4,457.8,0.101,0.112,0.072,0.12,0.0,0.69,0.0,0.18,1.45,0.01,0.41,0.27,0.07,0.08,0.24,0.09,0.0,0.14,0.04,0.29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.016779,0.240071,-0.97061,-0.04046,0.171034,-0.984434,-0.029,0.207,-16.2,73.9,455.9,0.084,0.102,0.069,0.08,0.0,0.8,0.0,0.23,1.65,0.01,0.48,0.32,0.1,0.03,0.33,0.09,0.0,0.07,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.03257,0.255365,-0.966296,-0.045356,0.199809,-0.978785,-0.04,0.23,-16.1,74.1,457.5,0.087,0.106,0.068,0.03,0.0,0.79,0.0,0.25,1.68,0.0,0.44,0.34,0.12,0.0,0.35,0.0,0.0,0.02,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.068628,0.263105,-0.962323,-0.055222,0.208025,-0.976563,-0.064,0.238,-16.0,74.0,457.1,0.086,0.105,0.07,0.0,0.0,0.78,0.0,0.29,1.77,0.0,0.48,0.35,0.19,0.01,0.46,0.02,0.0,0.01,0.0,0.19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.024133,0.231791,-0.972466,-0.105393,0.178195,-0.978335,-0.066,0.207,-16.1,74.1,457.0,0.088,0.106,0.069,0.0,0.0,0.75,0.0,0.35,1.72,0.0,0.47,0.36,0.14,0.01,0.44,0.02,0.0,0.04,0.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.037298,0.227663,-0.973025,-0.095973,0.160415,-0.982373,-0.068,0.196,-16.2,74.1,456.9,0.086,0.107,0.071,0.03,0.0,0.72,0.0,0.39,1.6,0.0,0.53,0.38,0.14,0.01,0.47,0.02,0.0,0.07,0.0,0.43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.046525,0.226258,-0.972956,-0.108965,0.166595,-0.979986,-0.079,0.199,-16.2,74.2,457.6,0.091,0.107,0.07,0.06,0.0,0.66,0.0,0.4,1.5,0.0,0.55,0.43,0.07,0.0,0.37,0.01,0.0,0.12,0.0,0.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.028453,0.225759,-0.973768,-0.107973,0.152679,-0.98236,-0.07,0.191,-16.2,74.4,458.2,0.092,0.104,0.071,0.07,0.0,0.58,0.0,0.36,1.46,0.0,0.55,0.42,0.02,0.0,0.34,0.01,0.0,0.18,0.0,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.018963,0.223969,-0.974412,-0.113859,0.148767,-0.982296,-0.068,0.188,-16.2,74.3,457.3,0.094,0.107,0.07,0.04,0.0,0.57,0.0,0.31,1.57,0.0,0.51,0.42,0.02,0.0,0.27,0.04,0.0,0.14,0.0,0.29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.044388,0.26474,-0.963298,-0.109631,0.1719,-0.978995,-0.079,0.221,-16.1,74.1,457.0,0.096,0.108,0.071,0.01,0.0,0.62,0.0,0.34,1.41,0.0,0.49,0.35,0.04,0.0,0.3,0.06,0.0,0.15,0.0,0.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.005428,0.224684,-0.974416,-0.097696,0.177552,-0.97925,-0.053,0.203,-16.1,74.4,458.4,0.1,0.11,0.069,0.01,0.0,0.71,0.0,0.36,1.34,0.0,0.48,0.32,0.04,0.0,0.33,0.07,0.0,0.14,0.0,0.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.000417,0.229655,-0.973272,-0.097216,0.186217,-0.977687,-0.05,0.21,-16.2,74.3,458.1,0.104,0.11,0.069,0.01,0.0,0.75,0.0,0.43,1.31,0.0,0.46,0.27,0.02,0.0,0.34,0.04,0.0,0.18,0.0,0.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.014326,0.215808,-0.976331,-0.122549,0.164819,-0.978681,-0.07,0.192,-16.2,74.3,458.5,0.086,0.104,0.07,0.04,0.0,0.75,0.0,0.4,1.5,0.04,0.41,0.28,0.0,0.0,0.32,0.02,0.0,0.13,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0181,0.21644,-0.976128,-0.157965,0.170728,-0.972573,-0.09,0.196,-16.0,73.9,455.6,0.086,0.103,0.07,0.07,0.0,0.75,0.0,0.39,1.67,0.08,0.43,0.33,0.0,0.0,0.3,0.04,0.0,0.06,0.0,0.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.035158,0.214606,-0.976068,-0.14102,0.200933,-0.969401,-0.09,0.21,-16.0,74.0,455.9,0.084,0.103,0.07,0.07,0.0,0.73,0.0,0.39,1.72,0.08,0.49,0.37,0.01,0.0,0.4,0.04,0.0,0.02,0.0,0.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.023362,0.219207,-0.975399,-0.144114,0.190458,-0.97106,-0.086,0.207,-16.1,74.3,457.6,0.086,0.104,0.071,0.04,0.0,0.76,0.0,0.36,1.7,0.03,0.53,0.36,0.01,0.0,0.47,0.04,0.0,0.01,0.0,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009281,0.218636,-0.975762,-0.160016,0.185098,-0.969605,-0.077,0.205,-16.1,74.2,457.2,0.087,0.104,0.072,0.0,0.0,0.76,0.0,0.35,1.66,0.01,0.55,0.35,0.02,0.02,0.52,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.030072,0.253479,-0.966873,-0.161534,0.184852,-0.9694,-0.099,0.223,-16.1,74.6,458.5,0.095,0.109,0.073,0.0,0.0,0.8,0.0,0.35,1.79,0.02,0.56,0.31,0.07,0.02,0.55,0.08,0.0,0.03,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.040856,0.251435,-0.967012,-0.136055,0.171771,-0.975697,-0.091,0.214,-16.0,74.5,457.6,0.087,0.106,0.073,0.0,0.0,0.77,0.0,0.37,1.95,0.02,0.53,0.31,0.1,0.02,0.47,0.1,0.0,0.04,0.0,0.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.033309,0.264941,-0.963689,-0.131442,0.189884,-0.972968,-0.085,0.231,-16.0,74.2,457.1,0.088,0.107,0.072,0.0,0.0,0.66,0.0,0.36,1.97,0.01,0.48,0.29,0.09,0.0,0.38,0.14,0.0,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.038579,0.274604,-0.960783,-0.152014,0.172712,-0.973171,-0.098,0.227,-16.0,74.1,456.6,0.088,0.108,0.072,0.0,0.0,0.6,0.0,0.33,1.94,0.04,0.38,0.3,0.03,0.0,0.27,0.06,0.0,0.03,0.0,0.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.036089,0.2856,-0.957669,-0.163196,0.219704,-0.96182,-0.103,0.257,-16.0,74.0,456.2,0.089,0.107,0.072,0.0,0.0,0.63,0.0,0.31,1.79,0.1,0.37,0.32,0.0,0.0,0.32,0.03,0.0,0.02,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.030279,0.269933,-0.962403,-0.103518,0.21896,-0.970227,-0.069,0.248,-16.1,74.1,456.5,0.084,0.106,0.075,0.0,0.0,0.69,0.0,0.28,1.73,0.1,0.31,0.34,0.03,0.0,0.36,0.03,0.0,0.13,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.030321,0.269685,-0.962471,-0.15494,0.213124,-0.964661,-0.096,0.245,-16.2,74.6,458.9,0.101,0.114,0.076,0.01,0.0,0.8,0.0,0.26,1.74,0.08,0.3,0.34,0.03,0.0,0.4,0.03,0.0,0.13,0.06,0.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.042404,0.273185,-0.961026,-0.152372,0.238016,-0.959235,-0.101,0.26,-16.1,74.0,456.6,0.085,0.103,0.076,0.01,0.0,0.74,0.0,0.26,1.8,0.03,0.3,0.33,0.03,0.0,0.34,0.03,0.0,0.22,0.07,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.040211,0.263498,-0.963822,-0.167664,0.226432,-0.959488,-0.108,0.249,-16.1,74.0,456.5,0.086,0.105,0.077,0.02,0.0,0.74,0.0,0.25,1.87,0.03,0.36,0.33,0.0,0.0,0.34,0.0,0.0,0.25,0.07,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.041092,0.251166,-0.967072,-0.15782,0.206199,-0.965699,-0.103,0.232,-16.0,74.0,455.7,0.087,0.104,0.077,0.01,0.0,0.66,0.0,0.25,1.76,0.02,0.4,0.34,0.0,0.0,0.28,0.0,0.0,0.31,0.01,0.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.050011,0.253581,-0.966021,-0.125468,0.196368,-0.97247,-0.09,0.228,-16.0,73.9,456.3,0.082,0.103,0.074,0.01,0.0,0.66,0.0,0.29,1.88,0.04,0.4,0.34,0.04,0.0,0.25,0.0,0.0,0.22,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003024,0.218721,-0.975783,-0.132221,0.197785,-0.971287,-0.069,0.211,-16.0,73.9,456.5,0.087,0.105,0.072,0.0,0.0,0.68,0.0,0.37,1.93,0.07,0.44,0.37,0.04,0.0,0.19,0.02,0.0,0.15,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.036694,0.24625,-0.968512,-0.125076,0.231904,-0.964664,-0.083,0.242,-16.2,74.3,459.0,0.095,0.11,0.073,0.0,0.0,0.68,0.0,0.41,1.87,0.06,0.44,0.37,0.04,0.0,0.22,0.07,0.0,0.13,0.0,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.057462,0.254222,-0.965437,-0.145804,0.231308,-0.961893,-0.105,0.247,-16.3,74.4,459.0,0.09,0.106,0.074,0.01,0.0,0.75,0.0,0.36,1.65,0.07,0.38,0.37,0.0,0.04,0.26,0.14,0.0,0.13,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.064217,0.252703,-0.965411,-0.135978,0.21942,-0.966108,-0.103,0.24,-16.5,74.7,461.2,0.098,0.116,0.073,0.08,0.0,0.67,0.0,0.28,1.46,0.03,0.26,0.28,0.0,0.2,0.36,0.13,0.04,0.19,0.09,0.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.054693,0.236379,-0.97012,-0.15724,0.200936,-0.966902,-0.109,0.222,-16.9,74.0,454.0,0.084,0.116,0.081,0.08,0.0,0.62,0.0,0.24,1.34,0.11,0.28,0.18,0.0,0.29,0.35,0.08,0.04,0.34,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.066237,0.256602,-0.964245,-0.180878,0.231306,-0.955919,-0.128,0.249,-16.8,73.8,454.1,0.08,0.112,0.078,0.07,0.0,0.53,0.0,0.19,1.19,0.13,0.31,0.09,0.0,0.26,0.25,0.06,0.04,0.45,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.018355,0.244222,-0.969546,-0.159191,0.246735,-0.955918,-0.092,0.25,-16.8,73.7,453.9,0.089,0.116,0.073,0.0,0.0,0.51,0.0,0.18,1.16,0.13,0.35,0.07,0.0,0.13,0.13,0.04,0.05,0.55,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.052746,0.254998,-0.965502,-0.164235,0.226378,-0.960094,-0.112,0.245,-17.0,73.5,451.5,0.089,0.12,0.085,0.03,0.0,0.45,0.0,0.13,1.1,0.04,0.24,0.07,0.0,0.09,0.06,0.04,0.22,0.64,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.070667,0.246356,-0.9666,-0.194158,0.222876,-0.955316,-0.137,0.239,-17.2,73.7,452.6,0.072,0.116,0.09,0.17,0.0,0.42,0.0,0.08,1.18,0.0,0.15,0.1,0.0,0.21,0.05,0.0,0.27,0.69,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.078689,0.261899,-0.961882,-0.196422,0.212416,-0.957234,-0.142,0.242,-16.4,73.9,454.2,0.085,0.113,0.088,0.17,0.06,0.47,0.0,0.11,1.22,0.0,0.05,0.1,0.0,0.34,0.05,0.0,0.23,0.59,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.065173,0.250985,-0.965794,-0.179423,0.213745,-0.960271,-0.126,0.237,-16.8,73.5,452.2,0.08,0.112,0.085,0.14,0.06,0.56,0.0,0.14,1.28,0.0,0.09,0.16,0.0,0.28,0.14,0.03,0.07,0.32,0.37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.101086,0.250111,-0.962926,-0.184081,0.197991,-0.962764,-0.147,0.229,-16.2,73.8,455.5,0.079,0.1,0.079,0.08,0.06,0.54,0.0,0.17,1.28,0.0,0.07,0.22,0.0,0.16,0.23,0.08,0.02,0.19,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.064672,0.240247,-0.968555,-0.172113,0.207895,-0.96289,-0.122,0.228,-16.1,73.8,456.1,0.094,0.107,0.072,0.12,0.0,0.61,0.0,0.15,1.46,0.0,0.15,0.31,0.0,0.03,0.25,0.16,0.0,0.14,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.067484,0.217259,-0.973778,-0.184239,0.201334,-0.96204,-0.129,0.213,-16.3,74.3,460.1,0.089,0.108,0.071,0.12,0.0,0.68,0.0,0.19,1.54,0.0,0.19,0.33,0.0,0.05,0.14,0.14,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.094646,0.244827,-0.964936,-0.204326,0.214229,-0.955174,-0.154,0.235,-16.3,74.6,461.6,0.094,0.111,0.072,0.04,0.0,0.78,0.0,0.25,1.62,0.0,0.29,0.35,0.0,0.04,0.12,0.15,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.083517,0.236394,-0.968061,-0.146441,0.214934,-0.965587,-0.118,0.229,-16.2,74.3,460.0,0.092,0.111,0.072,0.01,0.0,0.83,0.0,0.28,1.58,0.0,0.3,0.33,0.0,0.02,0.13,0.11,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.079596,0.236994,-0.968245,-0.202058,0.196797,-0.959397,-0.145,0.221,-16.2,74.6,461.6,0.089,0.113,0.072,0.01,0.0,0.71,0.0,0.18,1.33,0.0,0.21,0.27,0.0,0.05,0.11,0.11,0.0,0.37,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.055949,0.247161,-0.967358,-0.241472,0.216168,-0.946025,-0.154,0.238,-16.6,73.7,453.8,0.078,0.114,0.083,0.01,0.0,0.62,0.0,0.09,1.26,0.0,0.14,0.2,0.0,0.08,0.04,0.04,0.0,0.47,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.095016,0.247271,-0.964276,-0.256887,0.221732,-0.940661,-0.183,0.241,-15.8,73.9,455.4,0.09,0.112,0.078,0.0,0.0,0.48,0.0,0.04,1.07,0.0,0.1,0.16,0.0,0.08,0.02,0.04,0.0,0.5,0.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.104414,0.257683,-0.960571,-0.251981,0.201503,-0.946521,-0.185,0.236,-15.9,74.1,457.4,0.087,0.11,0.077,0.0,0.0,0.53,0.0,0.09,1.3,0.0,0.16,0.22,0.0,0.03,0.04,0.04,0.0,0.28,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.09017,0.248532,-0.964418,-0.22032,0.214185,-0.951622,-0.161,0.237,-16.1,74.4,459.8,0.097,0.112,0.073,0.0,0.0,0.59,0.0,0.15,1.41,0.0,0.23,0.26,0.0,0.0,0.11,0.05,0.0,0.17,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
