frame, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, gaze_angle_x, gaze_angle_y, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
198,-0.103038,0.448282,-0.887934,-0.037218,0.235948,-0.971053,-0.075,0.353,298.1,180.6,749.5,0.494,-0.138,0.734,0.61,0.0,0.0,0.0,0.0,0.74,0.0,0.07,0.0,0.0,0.0,1.16,0.0,0.01,0.29,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,-0.07361,0.469446,-0.879888,-0.099458,0.163304,-0.98155,-0.093,0.328,296.6,179.7,746.1,0.493,-0.146,0.733,0.73,0.0,0.0,0.0,0.0,0.54,0.0,0.04,0.0,0.0,0.0,1.07,0.0,0.1,0.19,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,-0.018653,0.492933,-0.869868,-0.102774,0.13284,-0.985795,-0.065,0.325,296.8,180.0,747.0,0.488,-0.141,0.728,0.76,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,1.16,0.04,0.1,0.09,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,-0.097431,0.460981,-0.882045,-0.065565,0.213604,-0.974718,-0.088,0.348,295.7,180.2,745.0,0.492,-0.137,0.73,0.81,0.0,0.0,0.0,0.0,0.63,0.01,0.0,0.0,0.0,0.0,1.25,0.19,0.15,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,-0.046122,0.540909,-0.839815,-0.102124,0.307647,-0.946004,-0.083,0.444,293.7,179.0,739.5,0.487,-0.142,0.733,0.92,0.0,0.08,0.0,0.0,0.68,0.01,0.0,0.0,0.0,0.0,1.2,0.32,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,-0.061417,0.466144,-0.882575,-0.091412,0.308436,-0.946843,-0.083,0.401,292.3,178.1,736.0,0.487,-0.139,0.731,0.96,0.0,0.09,0.14,0.0,0.78,0.01,0.0,0.0,0.0,0.0,1.17,0.28,0.33,0.04,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.006137,0.417848,-0.908496,-0.053098,0.249749,-0.966854,-0.025,0.342,291.2,177.1,733.3,0.478,-0.132,0.732,0.94,0.0,0.17,0.14,0.0,0.98,0.01,0.03,0.0,0.0,0.02,1.15,0.13,0.47,0.02,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,-0.051858,0.340338,-0.938872,-0.068345,0.236205,-0.969297,-0.063,0.293,290.9,176.9,733.5,0.475,-0.134,0.734,0.77,0.0,0.19,0.2,0.0,1.17,0.06,0.07,0.0,0.0,0.02,1.2,0.0,0.53,0.04,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,-0.05853,0.375219,-0.925086,-0.054818,0.23933,-0.96939,-0.06,0.314,290.5,176.8,732.8,0.478,-0.135,0.735,0.77,0.0,0.23,0.06,0.0,0.98,0.06,0.07,0.0,0.0,0.04,1.33,0.0,0.61,0.12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.006251,0.39112,-0.920318,-0.028785,0.283263,-0.95861,-0.012,0.345,289.4,176.5,731.2,0.485,-0.141,0.741,0.71,0.0,0.16,0.06,0.0,0.58,0.13,0.04,0.0,0.0,0.01,1.37,0.0,0.59,0.21,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,-0.085176,0.314766,-0.94534,-0.065869,0.290666,-0.954555,-0.079,0.308,289.3,176.6,731.7,0.489,-0.139,0.742,0.83,0.0,0.1,0.04,0.0,0.16,0.15,0.0,0.0,0.0,0.01,1.44,0.0,0.57,0.28,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,-0.104888,0.210032,-0.972052,-0.102085,0.284688,-0.953169,-0.107,0.252,290.5,177.4,735.4,0.487,-0.132,0.741,1.03,0.0,0.06,0.09,0.0,0.18,0.17,0.0,0.0,0.0,0.06,1.49,0.0,0.5,0.23,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,-0.137608,0.257768,-0.956358,-0.103215,0.287737,-0.952131,-0.126,0.278,290.0,177.0,734.0,0.485,-0.134,0.742,1.26,0.0,0.07,0.09,0.0,0.46,0.09,0.0,0.0,0.0,0.1,1.57,0.0,0.44,0.14,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.062732,0.506705,-0.859834,-0.123469,0.288319,-0.949541,-0.034,0.414,291.3,178.1,737.9,0.481,-0.132,0.741,1.28,0.05,0.05,0.04,0.0,0.62,0.05,0.0,0.0,0.0,0.1,1.59,0.0,0.37,0.04,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,-0.00409,0.535035,-0.84482,-0.148029,0.261614,-0.953753,-0.084,0.417,292.7,179.1,741.3,0.473,-0.125,0.739,1.2,0.05,0.14,0.0,0.0,0.72,0.05,0.07,0.0,0.0,0.04,1.56,0.0,0.35,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,-0.012765,0.52137,-0.853235,-0.121132,0.27585,-0.953537,-0.074,0.416,294.2,179.9,745.1,0.475,-0.134,0.74,1.04,0.05,0.12,0.0,0.0,0.65,0.1,0.09,0.0,0.0,0.0,1.53,0.0,0.24,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
214,-0.026002,0.490731,-0.870923,-0.114755,0.249361,-0.961587,-0.077,0.384,295.4,180.4,747.9,0.474,-0.133,0.744,1.0,0.0,0.1,0.0,0.0,0.63,0.07,0.12,0.0,0.0,0.0,1.63,0.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
215,-0.015171,0.520433,-0.853768,-0.12516,0.279852,-0.95185,-0.078,0.417,297.7,181.7,753.4,0.468,-0.133,0.745,0.99,0.0,0.0,0.0,0.0,0.61,0.12,0.13,0.0,0.0,0.0,1.72,0.0,0.15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
216,-0.025429,0.539505,-0.841598,-0.131315,0.29742,-0.945673,-0.087,0.438,297.6,181.5,752.5,0.474,-0.141,0.746,1.11,0.0,0.0,0.0,0.0,0.54,0.07,0.13,0.0,0.0,0.02,1.78,0.0,0.12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
217,-0.032096,0.546745,-0.836684,-0.055343,0.261506,-0.963614,-0.049,0.422,301.0,183.1,759.9,0.463,-0.141,0.738,1.14,0.0,0.0,0.0,0.0,0.49,0.07,0.17,0.0,0.0,0.14,1.77,0.0,0.02,0.01,0.02,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
218,-0.057757,0.48241,-0.874039,-0.070424,0.172244,-0.982534,-0.069,0.339,303.6,184.0,765.4,0.471,-0.155,0.73,0.95,0.0,0.0,0.0,0.0,0.69,0.02,0.1,0.0,0.0,0.14,1.64,0.0,0.0,0.01,0.05,0.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
219,-0.047368,0.475485,-0.878447,-0.097954,0.154314,-0.983154,-0.078,0.326,304.3,183.6,766.1,0.481,-0.168,0.721,0.78,0.0,0.0,0.0,0.0,0.82,0.02,0.07,0.0,0.0,0.12,1.69,0.0,0.0,0.04,0.24,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
220,0.069671,0.473214,-0.878188,-0.062748,0.179018,-0.981843,0.004,0.337,304.0,183.4,764.7,0.489,-0.173,0.711,0.57,0.0,0.0,0.0,0.0,0.95,0.02,0.01,0.0,0.0,0.07,1.68,0.0,0.0,0.04,0.3,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
221,-0.025978,0.492356,-0.870006,-0.039067,0.198823,-0.979257,-0.035,0.358,305.0,183.9,766.0,0.483,-0.187,0.718,0.57,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.14,1.69,0.0,0.0,0.04,0.27,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,-0.040134,0.49852,-0.865949,-0.038472,0.250333,-0.967395,-0.043,0.388,307.0,185.3,770.5,0.485,-0.189,0.715,0.54,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.58,1.49,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,-0.023611,0.487261,-0.872937,-0.069284,0.243046,-0.967537,-0.05,0.378,310.0,187.1,777.6,0.481,-0.191,0.711,0.65,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.78,1.4,0.09,0.0,0.0,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,-0.037787,0.463247,-0.885423,-0.092716,0.215973,-0.971987,-0.07,0.351,310.8,187.6,779.0,0.49,-0.186,0.707,0.8,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,1.05,1.34,0.25,0.0,0.0,0.07,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,-0.008432,0.517219,-0.855812,-0.109118,0.248601,-0.96244,-0.065,0.399,309.3,186.6,774.6,0.492,-0.19,0.706,0.8,0.0,0.0,0.09,0.0,1.62,0.0,0.0,0.0,0.0,1.63,1.26,0.36,0.0,0.0,0.07,0.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,0.039112,0.494824,-0.868113,-0.11009,0.280324,-0.953572,-0.039,0.402,311.4,188.4,780.3,0.493,-0.202,0.704,0.83,0.0,0.0,0.14,0.0,1.51,0.0,0.0,0.0,0.0,1.72,1.22,0.44,0.0,0.04,0.0,0.65,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,0.050008,0.48892,-0.870894,-0.07053,0.334371,-0.939799,-0.011,0.427,311.3,188.4,780.5,0.503,-0.219,0.701,0.86,0.0,0.0,0.21,0.0,1.28,0.0,0.0,0.0,0.0,1.57,1.28,0.44,0.0,0.18,0.0,0.88,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,0.035069,0.48199,-0.875475,-0.073651,0.330937,-0.940774,-0.021,0.421,312.7,189.1,783.5,0.499,-0.221,0.696,0.85,0.0,0.0,0.21,0.0,1.14,0.0,0.0,0.0,0.0,1.38,1.49,0.51,0.0,0.32,0.0,0.93,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,0.068411,0.465888,-0.882195,-0.087344,0.317341,-0.944281,-0.01,0.405,313.2,189.5,784.3,0.495,-0.217,0.699,0.93,0.0,0.0,0.24,0.0,1.13,0.0,0.0,0.0,0.0,1.69,1.37,0.65,0.0,0.53,0.11,0.91,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,0.042686,0.480793,-0.875795,-0.098053,0.320151,-0.942279,-0.03,0.415,313.4,189.9,785.4,0.494,-0.224,0.686,0.69,0.0,0.0,0.28,0.0,1.28,0.0,0.0,0.0,0.0,2.55,1.25,0.69,0.0,0.48,0.11,0.67,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0.051589,0.451691,-0.890682,0.034419,0.275579,-0.960662,0.046,0.374,310.9,188.5,777.9,0.502,-0.223,0.68,0.59,0.0,0.0,0.25,0.0,1.52,0.0,0.0,0.0,0.0,3.23,1.02,0.72,0.14,0.34,0.11,0.66,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0.01233,0.498652,-0.866715,0.038122,0.265657,-0.963314,0.028,0.396,311.5,189.3,779.7,0.497,-0.212,0.673,0.22,0.0,0.0,0.41,0.0,1.79,0.0,0.0,0.0,0.0,3.74,1.04,0.59,0.31,0.09,0.0,0.68,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,-0.003881,0.506931,-0.861978,0.0814,0.292119,-0.952912,0.043,0.415,311.9,189.5,781.4,0.503,-0.206,0.669,0.09,0.0,0.0,0.46,0.0,1.7,0.0,0.0,0.0,0.0,3.71,0.95,0.58,0.48,0.11,0.0,0.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,-0.022414,0.442297,-0.896589,0.038695,0.271976,-0.961526,0.009,0.367,312.9,190.5,786.0,0.496,-0.2,0.658,0.0,0.0,0.0,0.48,0.0,1.52,0.0,0.0,0.0,0.0,3.07,1.11,0.9,0.52,0.38,0.0,0.72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,-0.021411,0.4672,-0.883893,-0.021235,0.352088,-0.935726,-0.023,0.423,313.8,191.6,790.3,0.484,-0.199,0.663,0.1,0.0,0.0,0.29,0.0,1.44,0.0,0.0,0.0,0.0,2.39,1.14,0.96,0.45,0.55,0.0,0.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,-0.026485,0.447756,-0.893764,0.011016,0.286948,-0.957883,-0.008,0.378,314.1,192.2,792.7,0.475,-0.193,0.662,0.2,0.0,0.0,0.2,0.0,1.37,0.0,0.0,0.0,0.0,1.95,1.3,1.01,0.39,0.62,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,-0.029942,0.459877,-0.887478,-0.068183,0.318848,-0.94535,-0.053,0.402,313.1,191.9,790.8,0.466,-0.185,0.664,0.36,0.0,0.0,0.13,0.0,1.35,0.0,0.0,0.0,0.0,1.08,1.23,0.78,0.3,0.54,0.02,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,-0.003685,0.393071,-0.919501,-0.024541,0.23346,-0.972057,-0.015,0.32,311.1,191.2,787.2,0.459,-0.18,0.676,0.42,0.0,0.0,0.09,0.0,1.26,0.0,0.0,0.0,0.0,0.97,1.29,0.74,0.3,0.43,0.02,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
239,-0.014016,0.425603,-0.904801,-0.046748,0.26736,-0.962462,-0.033,0.355,310.4,190.5,785.9,0.462,-0.189,0.68,0.51,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.85,1.25,0.61,0.25,0.49,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,-0.041046,0.453554,-0.890283,-0.043436,0.261314,-0.964276,-0.046,0.368,309.1,189.6,783.0,0.463,-0.194,0.684,0.52,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,1.49,1.24,0.58,0.21,0.57,0.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
241,-0.015272,0.445186,-0.895308,-0.072583,0.248689,-0.96586,-0.047,0.357,308.7,189.6,782.2,0.462,-0.193,0.681,0.48,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,2.02,1.22,0.54,0.18,0.58,0.11,0.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
242,-0.029935,0.440073,-0.897463,-0.091499,0.218891,-0.97145,-0.065,0.339,308.5,189.5,782.6,0.464,-0.19,0.677,0.44,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,2.52,1.25,0.76,0.24,0.39,0.0,0.27,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
243,0.006934,0.455431,-0.890244,-0.029368,0.231957,-0.972283,-0.012,0.354,306.8,188.4,779.9,0.461,-0.194,0.682,0.58,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,2.85,1.26,0.63,0.28,0.12,0.0,0.2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
244,-0.009775,0.429153,-0.903179,-0.032235,0.254872,-0.966437,-0.022,0.351,306.2,188.0,779.4,0.469,-0.197,0.681,0.67,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,2.54,0.97,0.91,0.4,0.29,0.0,0.24,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
245,-0.00617,0.409658,-0.912218,0.000636,0.242311,-0.970199,-0.003,0.333,306.1,188.1,780.1,0.474,-0.202,0.682,0.8,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,2.14,1.11,1.17,0.35,0.46,0.0,0.32,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
246,0.039449,0.379513,-0.924345,-0.064433,0.205847,-0.976461,-0.013,0.299,307.4,189.8,784.8,0.47,-0.198,0.677,0.75,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,2.84,1.31,1.34,0.42,0.45,0.0,0.37,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
247,-0.005323,0.377625,-0.925943,-0.064322,0.229265,-0.971236,-0.037,0.31,306.8,189.5,783.6,0.467,-0.207,0.672,0.94,0.0,0.0,0.04,0.0,1.72,0.0,0.0,0.0,0.0,3.88,1.38,1.33,0.25,0.34,0.0,0.55,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
248,0.021753,0.388872,-0.921035,-0.032066,0.26374,-0.964061,-0.005,0.333,306.9,189.1,783.6,0.46,-0.206,0.664,1.01,0.0,0.0,0.04,0.0,1.74,0.0,0.0,0.0,0.0,4.13,1.15,0.76,0.17,0.57,0.39,0.65,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
249,0.071302,0.403195,-0.912332,-0.019707,0.267453,-0.963369,0.028,0.343,305.5,187.9,779.9,0.46,-0.217,0.657,1.03,0.0,0.0,0.04,0.0,1.89,0.0,0.0,0.0,0.0,4.13,0.54,0.43,0.0,0.84,0.39,0.67,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
250,0.051253,0.466841,-0.882855,-0.072432,0.283562,-0.956215,-0.012,0.387,304.0,187.1,776.2,0.46,-0.224,0.655,0.76,0.0,0.0,0.0,0.0,1.86,0.09,0.0,0.0,0.0,4.13,0.5,1.67,0.46,1.55,0.39,0.45,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
251,0.0787,0.498113,-0.863533,-0.097102,0.252236,-0.962782,-0.01,0.39,302.8,186.9,772.3,0.463,-0.228,0.655,0.55,0.0,0.0,0.0,0.0,1.81,0.28,0.0,0.0,0.0,5.0,0.32,3.33,1.07,1.48,0.0,0.32,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
252,0.057002,0.467965,-0.881907,-0.012913,0.239391,-0.970837,0.024,0.365,302.1,186.7,770.0,0.462,-0.228,0.654,0.45,0.0,0.0,0.0,0.01,1.66,0.28,0.0,0.0,0.0,5.0,0.73,5.0,1.71,1.98,0.0,0.27,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
253,0.051356,0.465235,-0.883696,-0.008151,0.255833,-0.966687,0.023,0.372,302.0,186.8,769.8,0.458,-0.223,0.657,0.53,0.0,0.06,0.0,0.01,1.67,0.19,0.0,0.0,0.0,5.0,1.03,5.0,1.57,1.98,0.0,0.27,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
254,0.083044,0.426503,-0.900666,0.037249,0.269752,-0.962209,0.064,0.358,299.3,185.0,762.7,0.461,-0.219,0.649,0.54,0.0,0.06,0.0,0.01,1.8,0.0,0.0,0.0,0.0,5.0,1.32,4.19,1.26,1.99,0.0,0.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
255,0.056141,0.452693,-0.889897,-0.021372,0.272972,-0.961784,0.019,0.374,297.4,184.1,757.8,0.458,-0.209,0.646,0.52,0.0,0.06,0.0,0.0,1.87,0.0,0.0,0.0,0.0,5.0,0.91,2.62,0.83,1.32,0.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,0.114559,0.483522,-0.867803,-0.009185,0.242533,-0.9701,0.057,0.376,294.9,183.1,751.6,0.466,-0.212,0.652,0.34,0.0,0.07,0.0,0.0,2.01,0.25,0.0,0.0,0.0,5.0,0.7,1.31,0.74,0.49,0.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
257,0.110964,0.484244,-0.867868,0.026942,0.27061,-0.962312,0.075,0.391,295.9,184.1,754.6,0.454,-0.199,0.649,0.19,0.0,0.12,0.0,0.0,2.14,0.25,0.0,0.0,0.0,4.19,0.78,0.57,0.48,0.26,0.29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
258,0.109184,0.485362,-0.867469,0.039667,0.232268,-0.971843,0.081,0.372,295.9,183.9,755.0,0.457,-0.199,0.648,0.04,0.0,0.25,0.0,0.0,2.43,0.25,0.0,0.0,0.0,3.41,0.95,0.87,0.28,0.48,0.91,0.14,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
259,0.11486,0.469244,-0.875567,-0.098179,0.195081,-0.975861,0.009,0.345,297.0,184.8,758.5,0.448,-0.197,0.648,0.05,0.0,0.17,0.0,0.0,2.11,0.0,0.0,0.0,0.0,2.9,0.69,0.52,0.04,0.7,1.76,0.22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
260,0.098963,0.492724,-0.86454,-0.087629,0.208424,-0.974105,0.006,0.364,295.7,183.9,754.8,0.458,-0.197,0.649,0.05,0.0,0.23,0.0,0.0,2.06,0.0,0.0,0.0,0.0,2.86,0.7,0.72,0.15,0.88,2.12,0.22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
261,0.106574,0.499413,-0.859784,-0.136859,0.195654,-0.971076,-0.017,0.363,300.1,187.7,767.5,0.456,-0.192,0.648,0.11,0.0,0.18,0.0,0.0,1.79,0.0,0.0,0.0,0.0,3.0,1.21,0.78,0.37,0.92,1.87,0.17,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
262,0.098816,0.4765,-0.873604,-0.125729,0.231414,-0.964697,-0.015,0.368,299.1,186.4,764.9,0.464,-0.201,0.645,0.2,0.0,0.31,0.0,0.0,2.09,0.0,0.0,0.0,0.0,3.5,1.21,0.78,0.37,1.05,1.74,0.21,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
